,dist,conm,busdesc
RHI,0.0,ROBERT HALF INTL INC,"Robert Half International Inc. provides staffing and risk consulting services in North America, South America, Europe, Asia, and Australia."
GWW,0.0009,GRAINGER (W W) INC,"W.W. Grainger, Inc. distributes maintenance, repair, and operating (MRO) products and services in the United States, Canada, and internationally."
TMO,0.0042,THERMO FISHER SCIENTIFIC INC,"Thermo Fisher Scientific Inc. provides analytical and other instruments, laboratory equipment, software, consumables, reagents, instrument systems, chemicals, supplies, and services worldwide."
BBBY,0.0107,BED BATH & BEYOND INC,"Bed Bath & Beyond Inc., together with its subsidiaries, operates a chain of retail stores."
SWKS,0.0135,SKYWORKS SOLUTIONS INC,"Skyworks Solutions, Inc., together with its subsidiaries, designs, develops, manufactures, and markets proprietary semiconductor products, including intellectual property in the United States, China, South Korea, Taiwan, Europe, the Middle East, Africa, and rest of Asia-Pacific."
SNDK,0.0138,SANDISK CORP,"SanDisk LLC designs, develops, manufactures, and markets data storage solutions in the United States and internationally."
ORLY,0.0148,O'REILLY AUTOMOTIVE INC,"O'Reilly Automotive, Inc., together with its subsidiaries, engages in the retail of automotive aftermarket parts, tools, supplies, equipment, and accessories in the United States."
CERN,0.018,CERNER CORP,"Cerner Corporation, together with its subsidiaries, provides health care information technology solutions and tech-enabled services in the United States and internationally."
FOSL,0.0194,FOSSIL GROUP INC,"Fossil Group, Inc., together with its subsidiaries, designs, develops, markets, and distributes consumer fashion accessories in the United States, Europe, Asia, and internationally."
NFLX,0.0197,NETFLIX INC,"Netflix, Inc. provides subscription streaming entertainment service. It offers TV series, documentaries, and feature films across various genres and languages."
ALGN,0.0268,ALIGN TECHNOLOGY INC,"Align Technology, Inc., a medical device company, designs, manufactures, and markets Invisalign clear aligners and iTero intraoral scanners and services for orthodontists and general practitioner dentists, and restorative and aesthetic dentistry."
PWR,0.0275,QUANTA SERVICES INC,"Quanta Services, Inc. provides specialty contracting services in the United States, Canada, Australia, Latin America, and internationally."
UAA,0.0298,UNDER ARMOUR INC,"Under Armour, Inc., together with its subsidiaries, develops, markets, and distributes branded performance apparel, footwear, and accessories for men, women, and youth primarily in North America, Europe, the Middle East, Africa, the Asia-Pacific, and Latin America."
SPLS,0.0308,STAPLES INC,"Staples, Inc., together with its subsidiaries, operates office products superstores. It operates in two segments, North American Delivery and North American Retail."
NKE,0.0352,NIKE INC  -CL B,"NIKE, Inc., together with its subsidiaries, designs, develops, markets, and sells athletic footwear, apparel, equipment, and accessories worldwide. The company offers NIKE brand products in six categories, including running, NIKE basketball, the Jordan brand, football, training, and sportswear."
CTXS,0.0359,CITRIX SYSTEMS INC,"Citrix Systems, Inc. provides workspace, networking, and professional services worldwide."
INFO,0.0392,IHS MARKIT LTD,"IHS Markit Ltd. provides critical information, analytics, and solutions for various industries and markets worldwide. The company's information, analytics, and solutions enhance operational efficiency and offer deep insights for customers in business, finance, and government."
KMX,0.0404,CARMAX INC,"CarMax, Inc., through its subsidiaries, operates as a retailer of used vehicles in the United States. The company operates in two segments, CarMax Sales Operations and CarMax Auto Finance."
JEF,0.044,JEFFERIES FINANCIAL GRP INC,"Jefferies Financial Group Inc., a diversified financial services company, engages in investment banking and capital markets, asset management, and direct investing businesses in the Americas, Europe, the Middle East, Africa, and Asia."
IDXX,0.0444,IDEXX LABS INC,"IDEXX Laboratories, Inc., together with its subsidiaries, develops, manufactures, and distributes products and services primarily for the companion animal veterinary, livestock and poultry, dairy, and water testing markets worldwide."
URBN,0.0446,URBAN OUTFITTERS INC,"Urban Outfitters, Inc. engages in the retail and wholesale of general consumer products. The company operates through three segments: Retail, wholesale, and Subscription."
NDAQ,0.0462,NASDAQ INC,"Nasdaq, Inc. operates as a technology company that serves capital markets and other industries worldwide."
EW,0.0463,EDWARDS LIFESCIENCES CORP,"Edwards Lifesciences Corporation provides products and technologies for structural heart disease, and critical care and surgical monitoring in the United States and internationally."
