,dist,conm,busdesc
CHRW,0.0,C H ROBINSON WORLDWIDE INC,"C.H. Robinson Worldwide, Inc., a third party logistics company, provides freight transportation services and logistics solutions to companies in various industries worldwide. The company operates through North American Surface Transportation and Global Forwarding segments."
JBHT,0.4346,HUNT (JB) TRANSPRT SVCS INC,"J.B. Hunt Transport Services, Inc., together with its subsidiaries, provides surface transportation and delivery services in the continental United States, Canada, and Mexico."
EXPD,0.4555,EXPEDITORS INTL WASH INC,"Expeditors International of Washington, Inc. provides logistics services in the Americas, North Asia, South Asia, Europe, the Middle East, Africa, and India."
FDX,0.544,FEDEX CORP,"FedEx Corporation provides transportation, e-commerce, and business services worldwide. Its FedEx Express segment offers shipping services for delivery of packages and freight."
ODFL,0.6064,OLD DOMINION FREIGHT,"Old Dominion Freight Line, Inc. operates as a less-than-truckload (LTL) motor carrier in the United States and North America. It provides regional, inter-regional, and national LTL services, including expedited transportation."
UPS,0.6432,UNITED PARCEL SERVICE INC,"United Parcel Service, Inc. provides letter and package delivery, specialized transportation, logistics, and financial services. It operates through three segments: U.S. Domestic Package, International Package, and Supply Chain & Freight. The U.S."
SBUX,0.669,STARBUCKS CORP,"Starbucks Corporation, together with its subsidiaries, operates as a roaster, marketer, and retailer of specialty coffee worldwide. The company operates through three segments: Americas, International, and Channel Development."
YUM,0.7231,YUM BRANDS INC,"YUM! Brands, Inc., together with its subsidiaries, develops, operates, and franchises quick service restaurants worldwide. It operates in three segments: the KFC Division, the Pizza Hut Division, and the Taco Bell Division."
HAS,0.7463,HASBRO INC,"Hasbro, Inc., together with its subsidiaries, operates as a play and entertainment company. The company's U.S."
AVP,0.7575,AVON PRODUCTS,"Avon Products, Inc. manufactures, markets, and sells beauty and related products in Europe, the Middle East, Africa, south Latin America, north Latin America, and the Asia Pacific."
