,dist,conm,busdesc
ODFL,0.0,OLD DOMINION FREIGHT,"Old Dominion Freight Line, Inc. operates as a less-than-truckload (LTL) motor carrier in the United States and North America. It provides regional, inter-regional, and national LTL services, including expedited transportation."
JBHT,0.4009,HUNT (JB) TRANSPRT SVCS INC,"J.B. Hunt Transport Services, Inc., together with its subsidiaries, provides surface transportation and delivery services in the continental United States, Canada, and Mexico."
R,0.5173,RYDER SYSTEM INC,"Ryder System, Inc. provides transportation and supply chain management solutions worldwide. The company operates through three segments: Fleet Management Solutions (FMS), Supply Chain Solutions (SCS), and Dedicated Transportation Solutions (DTS)."
UNP,0.5418,UNION PACIFIC CORP,"Union Pacific Corporation, through its subsidiary, Union Pacific Railroad Company, engages in the railroad business in the United States."
FDX,0.6008,FEDEX CORP,"FedEx Corporation provides transportation, e-commerce, and business services worldwide. Its FedEx Express segment offers shipping services for delivery of packages and freight."
NSC,0.6154,NORFOLK SOUTHERN CORP,"Norfolk Southern Corporation, together with its subsidiaries, engages in the rail transportation of raw materials, intermediate products, and finished goods in the United States."
IEX,0.6525,IDEX CORP,"IDEX Corporation, together with its subsidiaries, operates as an applied solutions company worldwide. The company operates through three segments: Fluid & Metering Technologies (FMT), Health & Science Technologies (HST), and Fire & Safety/Diversified Products (FSDP)."
AOS,0.6772,SMITH (A.O.),"A. O. Smith Corporation manufactures and markets residential and commercial gas and electric water heaters, boilers, tanks, and water treatment products in North America, China, Europe, and India. It operates through two segments, North America and Rest of World."
VMC,0.7043,VULCAN MATERIALS CO,"Vulcan Materials Company produces and supplies construction materials primarily in the United States. The company operates through four segments: Aggregates, Asphalt, Concrete, and Calcium."
MLM,0.7065,MARTIN MARIETTA MATERIALS,"Martin Marietta Materials, Inc., a natural resource-based building materials company, supplies aggregates and heavy building materials to the construction industry in the United States and internationally."
WST,0.7101,WEST PHARMACEUTICAL SVSC INC,"West Pharmaceutical Services, Inc. manufactures and sells containment and delivery systems for injectable drugs and healthcare products in the United States, Germany, Ireland, France, Other European countries, and internationally."
CHRW,0.732,C H ROBINSON WORLDWIDE INC,"C.H. Robinson Worldwide, Inc., a third party logistics company, provides freight transportation services and logistics solutions to companies in various industries worldwide. The company operates through North American Surface Transportation and Global Forwarding segments."
RMD,0.7465,RESMED INC,"ResMed Inc. develops, manufactures, distributes, and markets medical devices and cloud-based software applications that diagnose, treat, and manage respiratory disorders comprising sleep apnea, chronic obstructive pulmonary disease, neuromuscular disease, and other chronic diseases."
JCI,0.7973,JOHNSON CONTROLS INTL PLC,"Johnson Controls International plc operates as a diversified technology and multi industrial company worldwide. It operates through Building Solutions North America, Building Solutions EMEA/LA, Building Solutions Asia Pacific, and Global Products segments."
