,dist,conm,busdesc
AIZ,0.0,ASSURANT INC,"Assurant, Inc., together with its subsidiaries, provides lifestyle and housing solutions that support, protect, and connect consumer purchases in North America, Latin America, Europe, and the Asia Pacific."
COTY,0.0076,COTY INC,"Coty Inc., together with its subsidiaries, manufactures, markets, distributes, and sells beauty products worldwide."
CI,0.0079,CIGNA CORP,"Cigna Corporation provides insurance and related products and services. It operates through Health Services, Integrated Medical, International Markets, and Group Disability and Other segments."
BLL,0.008,BALL CORP,"Ball Corporation supplies aluminum packaging products to the beverage, personal care, automotive, paint, healthcare, and household products industries."
IPG,0.014,INTERPUBLIC GROUP OF COS,"The Interpublic Group of Companies, Inc. provides advertising and marketing services worldwide. It operates through two segments, Integrated Agency Networks and Constituency Management Group."
CE,0.0142,CELANESE CORP,"Celanese Corporation, a technology and specialty materials company, manufactures and sells high performance engineered polymers in the United States and internationally. The company operates through Engineered Materials, Acetate Tow, and Acetyl Chain segments."
ALL,0.0146,ALLSTATE CORP,"The Allstate Corporation, through its subsidiaries, provides property and casualty, and other insurance products in the United States and Canada. The company operates through Allstate Protection, Service Businesses, Allstate Life, and Allstate Benefits segments."
SEE,0.0249,SEALED AIR CORP,"Sealed Air Corporation provides food safety and security, and product protection solutions and equipment in North America, South America, Europe, the Middle East, Africa, and the Asia Pacific. It operates in two segments, Food Care and Product Care."
GNW,0.0253,GENWORTH FINANCIAL INC,"Genworth Financial, Inc. provides insurance products in the United States and internationally. It operates through four segments: U.S. Mortgage Insurance, Australia Mortgage Insurance, U.S. Life Insurance, and Runoff. The U.S."
ITT,0.026,ITT INC,"ITT Inc. manufactures and sells engineered critical components and customized technology solutions for the energy, transportation, and industrial markets worldwide. The company operates through three segments: Motion Technologies, Industrial Process, and Connect & Control Technologies."
CBRE,0.0265,CBRE GROUP INC,"CBRE Group, Inc. operates as a commercial real estate services and investment company worldwide. It operates through Advisory Services, Global Workplace Solutions, and Real Estate Investments segments."
K,0.0294,KELLOGG CO,"Kellogg Company, together with its subsidiaries, manufactures and markets ready-to-eat cereal and convenience foods. The company operates through four segments: North America, Europe, Latin America, and Asia Middle East Africa."
THC,0.0314,TENET HEALTHCARE CORP,"Tenet Healthcare Corporation operates as a diversified healthcare services company. The company operates through three segments: Hospital Operations and Other, Ambulatory Care, and Conifer."
HPQ,0.0316,HP INC,"HP Inc., together with its subsidiaries, provides personal computing and other access devices, imaging and printing products, and related technologies, solutions, and services in the United States and internationally."
IP,0.0325,INTL PAPER CO,"International Paper Company operates as a paper and packaging company primarily in United States, the Middle East, Europe, Africa, Pacific Rim, Asia, and the Americas. It operates through three segments: Industrial Packaging, Global Cellulose Fibers, and Printing Papers."
MTW,0.0352,MANITOWOC CO,"The Manitowoc Company, Inc. provides engineered lifting equipment for the construction industry in the Americas, Europe, Africa, the Middle East, and the Asia Pacific."
PAYC,0.0369,PAYCOM SOFTWARE INC,"Paycom Software, Inc. provides cloud-based human capital management (HCM) software service for small to mid-sized companies in the United States. It provides functionality and data analytics that businesses need to manage the employment life cycle from recruitment to retirement."
OMC,0.0374,OMNICOM GROUP,"Omnicom Group Inc., together with its subsidiaries, provides advertising, marketing, and corporate communications services. It provides a range of services in the areas of advertising, customer relationship management, public relations, and healthcare."
NYT,0.0381,NEW YORK TIMES CO  -CL A,"The New York Times Company, together with its subsidiaries, provides news and information for readers and viewers across various platforms worldwide."
AVP,0.0382,AVON PRODUCTS,"Avon Products, Inc. manufactures, markets, and sells beauty and related products in Europe, the Middle East, Africa, south Latin America, north Latin America, and the Asia Pacific."
TXT,0.0383,TEXTRON INC,"Textron Inc. operates in the aircraft, defense, industrial, and finance businesses worldwide."
OI,0.0387,O-I GLASS INC,"O-I Glass, Inc., through its subsidiaries, manufactures and sells glass containers to food and beverage manufacturers primarily in the Americas, Europe, and the Asia Pacific. It produces glass containers for alcoholic beverages, including beer, flavored malt beverages, spirits, and wine."
R,0.045,RYDER SYSTEM INC,"Ryder System, Inc. provides transportation and supply chain management solutions worldwide. The company operates through three segments: Fleet Management Solutions (FMS), Supply Chain Solutions (SCS), and Dedicated Transportation Solutions (DTS)."
WRB,0.0481,BERKLEY (W R) CORP,"W. R. Berkley Corporation, an insurance holding company, operates as a commercial lines writer in the United States and internationally. It operates through two segments, Insurance and Reinsurance & Monoline Excess."
UNM,0.0516,UNUM GROUP,"Unum Group, together with its subsidiaries, provides financial protection benefit solutions in the United States, the United Kingdom, Poland, and internationally. It operates through Unum US, Unum International, Colonial Life, and Closed Block segments."
